vote	constituency	date	name_ch	name_en	vote_number
Absent	Geographical	14/05/2013	范國威	Gary FAN	[u'111']
No	Functional	14/05/2013	馬逢國	MA Fung-kwok	[u'111']
Absent	Functional	14/05/2013	莫乃光	Charles Peter MOK	[u'111']
Yes	Geographical	14/05/2013	陳志全	CHAN Chi-chuen	[u'111']
No	Geographical	14/05/2013	陳恒鑌	CHAN Han-pan	[u'111']
Absent	Geographical	14/05/2013	陳家洛	Dr Kenneth CHAN	[u'111']
No	Functional	14/05/2013	陳婉嫻	CHAN Yuen-han	[u'111']
No	Geographical	14/05/2013	梁志祥	LEUNG Che-cheung	[u'111']
Absent	Functional	14/05/2013	梁繼昌	Kenneth LEUNG	[u'111']
No	Geographical	14/05/2013	麥美娟	Alice MAK	[u'111']
Absent	Geographical	14/05/2013	郭家麒	Dr KWOK Ka-ki	[u'111']
No	Functional	14/05/2013	郭偉強	KWOK Wai-keung	[u'111']
No	Geographical	15/05/2013	黃國健	WONG Kwok-kin	[u'282']
No	Functional	15/05/2013	葉國謙	IP Kwok-him	[u'282']
No	Geographical	15/05/2013	葉劉淑儀	Mrs Regina IP	[u'282']
No	Geographical	15/05/2013	謝偉俊	Paul TSE	[u'282']
Absent	Geographical	15/05/2013	梁家傑	Alan LEONG	[u'282']
Yes	Geographical	15/05/2013	梁國雄	LEUNG Kwok-hung	[u'282']
Absent	Geographical	15/05/2013	陳偉業	Albert CHAN	[u'282']
Absent	Geographical	15/05/2013	黃毓民	WONG Yuk-man	[u'282']
Absent	Geographical	15/05/2013	毛孟靜	Claudia MO	[u'282']
Absent	Geographical	15/05/2013	田北辰	Michael TIEN	[u'282']
Absent	Functional	14/05/2013	郭榮鏗	Dennis KWOK	[u'111']
No	Functional	14/05/2013	張華峰	Christopher CHEUNG	[u'111']
Absent	Geographical	14/05/2013	張超雄	Dr Fernando CHEUNG	[u'111']
Absent	Geographical	14/05/2013	單仲偕	SIN Chung-kai	[u'111']
Absent	Geographical	14/05/2013	黃碧雲	Dr Helena WONG	[u'111']
Absent	Functional	14/05/2013	葉建源	IP Kin-yuen	[u'111']
No	Geographical	14/05/2013	葛珮帆	Dr Elizabeth QUAT	[u'111']
No	Functional	14/05/2013	廖長江	Martin LIAO	[u'111']
No	Functional	14/05/2013	潘兆平	POON Siu-ping	[u'111']
No	Functional	14/05/2013	鄧家彪	TANG Ka-piu	[u'111']
No	Geographical	14/05/2013	蔣麗芸	Dr CHIANG Lai-wan	[u'111']
No	Functional	14/05/2013	盧偉國	Ir Dr LO Wai-kwok	[u'111']
No	Geographical	15/05/2013	田北俊	James TIEN	[u'282']
No	Functional	15/05/2013	吳亮星	NG Leung-sing	[u'282']
No	Functional	15/05/2013	何俊賢	Steven HO	[u'282']
No	Functional	15/05/2013	易志明	Frankie YICK	[u'282']
Absent	Geographical	15/05/2013	胡志偉	WU Chi-wai	[u'282']
No	Functional	15/05/2013	姚思榮	YIU Si-wing	[u'282']
Abstain	Geographical	15/05/2013	范國威	Gary FAN	[u'282']
No	Functional	15/05/2013	馬逢國	MA Fung-kwok	[u'282']
Absent	Functional	15/05/2013	莫乃光	Charles Peter MOK	[u'282']
Yes	Geographical	15/05/2013	陳志全	CHAN Chi-chuen	[u'282']
Absent	Geographical	15/05/2013	陳恒鑌	CHAN Han-pan	[u'282']
Absent	Geographical	15/05/2013	陳家洛	Dr Kenneth CHAN	[u'282']
No	Functional	15/05/2013	陳婉嫻	CHAN Yuen-han	[u'282']
No	Functional	14/05/2013	鍾國斌	CHUNG Kwok-pan	[u'111']
No	Geographical	14/05/2013	鍾樹根	Christopher CHUNG	[u'111']
No	Functional	14/05/2013	謝偉銓	Tony TSE	[u'111']
Present	Geographical	14/05/2013	曾鈺成	TSANG Yok-sing	[u'112']
Absent	Functional	14/05/2013	何俊仁	Albert HO	[u'112']
Absent	Geographical	14/05/2013	李卓人	LEE Cheuk-yan	[u'112']
Absent	Functional	14/05/2013	涂謹申	James TO	[u'112']
No	Geographical	14/05/2013	陳鑑林	CHAN Kam-lam	[u'112']
No	Geographical	15/05/2013	梁志祥	LEUNG Che-cheung	[u'282']
Absent	Functional	15/05/2013	梁繼昌	Kenneth LEUNG	[u'282']
No	Geographical	15/05/2013	麥美娟	Alice MAK	[u'282']
Absent	Geographical	15/05/2013	郭家麒	Dr KWOK Ka-ki	[u'282']
No	Functional	15/05/2013	郭偉強	KWOK Wai-keung	[u'282']
Absent	Functional	15/05/2013	郭榮鏗	Dennis KWOK	[u'282']
No	Functional	15/05/2013	張華峰	Christopher CHEUNG	[u'282']
Absent	Geographical	15/05/2013	張超雄	Dr Fernando CHEUNG	[u'282']
Absent	Geographical	14/05/2013	梁耀忠	LEUNG Yiu-chung	[u'112']
No	Functional	14/05/2013	劉皇發	Dr LAU Wong-fat	[u'112']
Absent	Geographical	14/05/2013	劉慧卿	Emily LAU	[u'112']
No	Geographical	14/05/2013	譚耀宗	TAM Yiu-chung	[u'112']
No	Functional	14/05/2013	石禮謙	Abraham SHEK	[u'112']
No	Functional	14/05/2013	張宇人	Tommy CHEUNG	[u'112']
Absent	Functional	14/05/2013	馮檢基	Frederick FUNG	[u'112']
Absent	Functional	14/05/2013	方剛	Vincent FANG	[u'112']
No	Geographical	14/05/2013	王國興	WONG Kwok-hing	[u'112']
Absent	Functional	14/05/2013	李國麟	Dr Joseph LEE	[u'112']
Absent	Functional	14/05/2013	林健鋒	Jeffrey LAM	[u'112']
Absent	Geographical	15/05/2013	單仲偕	SIN Chung-kai	[u'282']
Absent	Geographical	15/05/2013	黃碧雲	Dr Helena WONG	[u'282']
Absent	Functional	15/05/2013	葉建源	IP Kin-yuen	[u'282']
No	Geographical	15/05/2013	葛珮帆	Dr Elizabeth QUAT	[u'282']
No	Functional	15/05/2013	廖長江	Martin LIAO	[u'282']
No	Functional	15/05/2013	潘兆平	POON Siu-ping	[u'282']
No	Functional	15/05/2013	鄧家彪	TANG Ka-piu	[u'282']
Absent	Geographical	15/05/2013	蔣麗芸	Dr CHIANG Lai-wan	[u'282']
No	Functional	15/05/2013	盧偉國	Ir Dr LO Wai-kwok	[u'282']
Absent	Functional	15/05/2013	鍾國斌	CHUNG Kwok-pan	[u'282']
Absent	Geographical	15/05/2013	鍾樹根	Christopher CHUNG	[u'282']
No	Functional	15/05/2013	謝偉銓	Tony TSE	[u'282']
No	Functional	14/05/2013	梁君彥	Andrew LEUNG	[u'112']
No	Functional	14/05/2013	黃定光	WONG Ting-kwong	[u'112']
Absent	Geographical	14/05/2013	湯家驊	Ronny TONG	[u'112']
Absent	Geographical	14/05/2013	何秀蘭	Cyd HO	[u'112']
Absent	Functional	14/05/2013	李慧琼	Starry LEE	[u'112']
Absent	Functional	14/05/2013	林大輝	Dr LAM Tai-fai	[u'112']
No	Geographical	14/05/2013	陳克勤	CHAN Hak-kan	[u'112']
No	Functional	14/05/2013	陳健波	CHAN Kin-por	[u'112']
No	Geographical	14/05/2013	梁美芬	Dr Priscilla LEUNG	[u'112']
Absent	Functional	14/05/2013	梁家騮	Dr LEUNG Ka-lau	[u'112']
Absent	Functional	14/05/2013	張國柱	CHEUNG Kwok-che	[u'112']
No	Geographical	14/05/2013	黃國健	WONG Kwok-kin	[u'112']
No	Functional	14/05/2013	葉國謙	IP Kwok-him	[u'112']
Present	Geographical	15/05/2013	曾鈺成	TSANG Yok-sing	[u'283']
Absent	Functional	15/05/2013	何俊仁	Albert HO	[u'283']
Absent	Geographical	15/05/2013	李卓人	LEE Cheuk-yan	[u'283']
Absent	Functional	15/05/2013	涂謹申	James TO	[u'283']
No	Geographical	15/05/2013	陳鑑林	CHAN Kam-lam	[u'283']
Absent	Geographical	15/05/2013	梁耀忠	LEUNG Yiu-chung	[u'283']
No	Functional	15/05/2013	劉皇發	Dr LAU Wong-fat	[u'283']
Absent	Geographical	15/05/2013	劉慧卿	Emily LAU	[u'283']
Absent	Geographical	14/05/2013	葉劉淑儀	Mrs Regina IP	[u'112']
No	Geographical	14/05/2013	謝偉俊	Paul TSE	[u'112']
Absent	Geographical	14/05/2013	梁家傑	Alan LEONG	[u'112']
Yes	Geographical	14/05/2013	梁國雄	LEUNG Kwok-hung	[u'112']
Absent	Geographical	14/05/2013	陳偉業	Albert CHAN	[u'112']
Absent	Geographical	14/05/2013	黃毓民	WONG Yuk-man	[u'112']
Absent	Geographical	14/05/2013	毛孟靜	Claudia MO	[u'112']
Absent	Geographical	14/05/2013	田北辰	Michael TIEN	[u'112']
No	Geographical	14/05/2013	田北俊	James TIEN	[u'112']
No	Functional	14/05/2013	吳亮星	NG Leung-sing	[u'112']
No	Functional	14/05/2013	何俊賢	Steven HO	[u'112']
Absent	Functional	14/05/2013	易志明	Frankie YICK	[u'112']
Absent	Geographical	14/05/2013	胡志偉	WU Chi-wai	[u'112']
No	Geographical	15/05/2013	譚耀宗	TAM Yiu-chung	[u'283']
Absent	Functional	15/05/2013	石禮謙	Abraham SHEK	[u'283']
No	Functional	15/05/2013	張宇人	Tommy CHEUNG	[u'283']
Absent	Functional	15/05/2013	馮檢基	Frederick FUNG	[u'283']
Absent	Functional	15/05/2013	方剛	Vincent FANG	[u'283']
Absent	Geographical	15/05/2013	王國興	WONG Kwok-hing	[u'283']
Absent	Functional	15/05/2013	李國麟	Dr Joseph LEE	[u'283']
No	Functional	15/05/2013	林健鋒	Jeffrey LAM	[u'283']
No	Functional	15/05/2013	梁君彥	Andrew LEUNG	[u'283']
No	Functional	15/05/2013	黃定光	WONG Ting-kwong	[u'283']
Absent	Geographical	15/05/2013	湯家驊	Ronny TONG	[u'283']
No	Functional	14/05/2013	姚思榮	YIU Si-wing	[u'112']
Absent	Geographical	14/05/2013	范國威	Gary FAN	[u'112']
No	Functional	14/05/2013	馬逢國	MA Fung-kwok	[u'112']
Absent	Functional	14/05/2013	莫乃光	Charles Peter MOK	[u'112']
Yes	Geographical	14/05/2013	陳志全	CHAN Chi-chuen	[u'112']
No	Geographical	14/05/2013	陳恒鑌	CHAN Han-pan	[u'112']
Absent	Geographical	14/05/2013	陳家洛	Dr Kenneth CHAN	[u'112']
No	Functional	14/05/2013	陳婉嫻	CHAN Yuen-han	[u'112']
No	Geographical	14/05/2013	梁志祥	LEUNG Che-cheung	[u'112']
Absent	Functional	14/05/2013	梁繼昌	Kenneth LEUNG	[u'112']
No	Geographical	14/05/2013	麥美娟	Alice MAK	[u'112']
Absent	Geographical	14/05/2013	郭家麒	Dr KWOK Ka-ki	[u'112']
No	Functional	14/05/2013	郭偉強	KWOK Wai-keung	[u'112']
Absent	Geographical	15/05/2013	何秀蘭	Cyd HO	[u'283']
No	Functional	15/05/2013	李慧琼	Starry LEE	[u'283']
Absent	Functional	15/05/2013	林大輝	Dr LAM Tai-fai	[u'283']
No	Geographical	15/05/2013	陳克勤	CHAN Hak-kan	[u'283']
No	Functional	15/05/2013	陳健波	CHAN Kin-por	[u'283']
No	Geographical	15/05/2013	梁美芬	Dr Priscilla LEUNG	[u'283']
Absent	Functional	15/05/2013	梁家騮	Dr LEUNG Ka-lau	[u'283']
Absent	Functional	15/05/2013	張國柱	CHEUNG Kwok-che	[u'283']
Absent	Functional	14/05/2013	郭榮鏗	Dennis KWOK	[u'112']
No	Functional	14/05/2013	張華峰	Christopher CHEUNG	[u'112']
Absent	Geographical	14/05/2013	張超雄	Dr Fernando CHEUNG	[u'112']
Absent	Geographical	14/05/2013	單仲偕	SIN Chung-kai	[u'112']
Absent	Geographical	14/05/2013	黃碧雲	Dr Helena WONG	[u'112']
Absent	Functional	14/05/2013	葉建源	IP Kin-yuen	[u'112']
No	Geographical	15/05/2013	黃國健	WONG Kwok-kin	[u'283']
No	Functional	15/05/2013	葉國謙	IP Kwok-him	[u'283']
No	Geographical	15/05/2013	葉劉淑儀	Mrs Regina IP	[u'283']
No	Geographical	15/05/2013	謝偉俊	Paul TSE	[u'283']
Absent	Geographical	15/05/2013	梁家傑	Alan LEONG	[u'283']
Yes	Geographical	15/05/2013	梁國雄	LEUNG Kwok-hung	[u'283']
Absent	Geographical	15/05/2013	陳偉業	Albert CHAN	[u'283']
Absent	Geographical	15/05/2013	黃毓民	WONG Yuk-man	[u'283']
Absent	Geographical	15/05/2013	毛孟靜	Claudia MO	[u'283']
No	Geographical	14/05/2013	葛珮帆	Dr Elizabeth QUAT	[u'112']
No	Functional	14/05/2013	廖長江	Martin LIAO	[u'112']
No	Functional	14/05/2013	潘兆平	POON Siu-ping	[u'112']
No	Functional	14/05/2013	鄧家彪	TANG Ka-piu	[u'112']
No	Geographical	14/05/2013	蔣麗芸	Dr CHIANG Lai-wan	[u'112']
No	Functional	14/05/2013	盧偉國	Ir Dr LO Wai-kwok	[u'112']
No	Functional	14/05/2013	鍾國斌	CHUNG Kwok-pan	[u'112']
No	Geographical	14/05/2013	鍾樹根	Christopher CHUNG	[u'112']
No	Functional	14/05/2013	謝偉銓	Tony TSE	[u'112']
Present	Geographical	14/05/2013	曾鈺成	TSANG Yok-sing	[u'113']
Absent	Functional	14/05/2013	何俊仁	Albert HO	[u'113']
Absent	Geographical	15/05/2013	田北辰	Michael TIEN	[u'283']
No	Geographical	15/05/2013	田北俊	James TIEN	[u'283']
No	Functional	15/05/2013	吳亮星	NG Leung-sing	[u'283']
No	Functional	15/05/2013	何俊賢	Steven HO	[u'283']
No	Functional	15/05/2013	易志明	Frankie YICK	[u'283']
Absent	Geographical	15/05/2013	胡志偉	WU Chi-wai	[u'283']
No	Functional	15/05/2013	姚思榮	YIU Si-wing	[u'283']
Abstain	Geographical	15/05/2013	范國威	Gary FAN	[u'283']
No	Functional	15/05/2013	馬逢國	MA Fung-kwok	[u'283']
Absent	Functional	15/05/2013	莫乃光	Charles Peter MOK	[u'283']
Yes	Geographical	15/05/2013	陳志全	CHAN Chi-chuen	[u'283']
Absent	Geographical	15/05/2013	陳恒鑌	CHAN Han-pan	[u'283']
Absent	Geographical	14/05/2013	李卓人	LEE Cheuk-yan	[u'113']
Absent	Functional	14/05/2013	涂謹申	James TO	[u'113']
No	Geographical	14/05/2013	陳鑑林	CHAN Kam-lam	[u'113']
Absent	Geographical	14/05/2013	梁耀忠	LEUNG Yiu-chung	[u'113']
No	Functional	14/05/2013	劉皇發	Dr LAU Wong-fat	[u'113']
Absent	Geographical	14/05/2013	劉慧卿	Emily LAU	[u'113']
No	Geographical	14/05/2013	譚耀宗	TAM Yiu-chung	[u'113']
No	Functional	14/05/2013	石禮謙	Abraham SHEK	[u'113']
No	Functional	14/05/2013	張宇人	Tommy CHEUNG	[u'113']
Absent	Functional	14/05/2013	馮檢基	Frederick FUNG	[u'113']
Absent	Functional	14/05/2013	方剛	Vincent FANG	[u'113']
No	Geographical	14/05/2013	王國興	WONG Kwok-hing	[u'113']
Absent	Functional	14/05/2013	李國麟	Dr Joseph LEE	[u'113']
Absent	Geographical	15/05/2013	陳家洛	Dr Kenneth CHAN	[u'283']
No	Functional	15/05/2013	陳婉嫻	CHAN Yuen-han	[u'283']
No	Geographical	15/05/2013	梁志祥	LEUNG Che-cheung	[u'283']
Absent	Functional	15/05/2013	梁繼昌	Kenneth LEUNG	[u'283']
No	Geographical	15/05/2013	麥美娟	Alice MAK	[u'283']
Absent	Geographical	15/05/2013	郭家麒	Dr KWOK Ka-ki	[u'283']
No	Functional	15/05/2013	郭偉強	KWOK Wai-keung	[u'283']
Absent	Functional	15/05/2013	郭榮鏗	Dennis KWOK	[u'283']
No	Functional	15/05/2013	張華峰	Christopher CHEUNG	[u'283']
Absent	Geographical	15/05/2013	張超雄	Dr Fernando CHEUNG	[u'283']
Absent	Functional	14/05/2013	林健鋒	Jeffrey LAM	[u'113']
No	Functional	14/05/2013	梁君彥	Andrew LEUNG	[u'113']
No	Functional	14/05/2013	黃定光	WONG Ting-kwong	[u'113']
Absent	Geographical	14/05/2013	湯家驊	Ronny TONG	[u'113']
Absent	Geographical	14/05/2013	何秀蘭	Cyd HO	[u'113']
Absent	Functional	14/05/2013	李慧琼	Starry LEE	[u'113']
Absent	Functional	14/05/2013	林大輝	Dr LAM Tai-fai	[u'113']
No	Geographical	14/05/2013	陳克勤	CHAN Hak-kan	[u'113']
No	Functional	14/05/2013	陳健波	CHAN Kin-por	[u'113']
No	Geographical	14/05/2013	梁美芬	Dr Priscilla LEUNG	[u'113']
Absent	Functional	14/05/2013	梁家騮	Dr LEUNG Ka-lau	[u'113']
Absent	Geographical	15/05/2013	單仲偕	SIN Chung-kai	[u'283']
Absent	Geographical	15/05/2013	黃碧雲	Dr Helena WONG	[u'283']
Absent	Functional	15/05/2013	葉建源	IP Kin-yuen	[u'283']
No	Geographical	15/05/2013	葛珮帆	Dr Elizabeth QUAT	[u'283']
No	Functional	15/05/2013	廖長江	Martin LIAO	[u'283']
No	Functional	15/05/2013	潘兆平	POON Siu-ping	[u'283']
No	Functional	15/05/2013	鄧家彪	TANG Ka-piu	[u'283']
Absent	Geographical	15/05/2013	蔣麗芸	Dr CHIANG Lai-wan	[u'283']
No	Functional	15/05/2013	盧偉國	Ir Dr LO Wai-kwok	[u'283']
No	Functional	15/05/2013	鍾國斌	CHUNG Kwok-pan	[u'283']
Absent	Geographical	15/05/2013	鍾樹根	Christopher CHUNG	[u'283']
No	Functional	15/05/2013	謝偉銓	Tony TSE	[u'283']
Absent	Functional	14/05/2013	張國柱	CHEUNG Kwok-che	[u'113']
No	Geographical	14/05/2013	黃國健	WONG Kwok-kin	[u'113']
No	Functional	14/05/2013	葉國謙	IP Kwok-him	[u'113']
Absent	Geographical	14/05/2013	葉劉淑儀	Mrs Regina IP	[u'113']
No	Geographical	14/05/2013	謝偉俊	Paul TSE	[u'113']
Absent	Geographical	14/05/2013	梁家傑	Alan LEONG	[u'113']
Yes	Geographical	14/05/2013	梁國雄	LEUNG Kwok-hung	[u'113']
Absent	Geographical	14/05/2013	陳偉業	Albert CHAN	[u'113']
Absent	Geographical	14/05/2013	黃毓民	WONG Yuk-man	[u'113']
Absent	Geographical	14/05/2013	毛孟靜	Claudia MO	[u'113']
Absent	Geographical	14/05/2013	田北辰	Michael TIEN	[u'113']
No	Geographical	14/05/2013	田北俊	James TIEN	[u'113']
Present	Geographical	15/05/2013	曾鈺成	TSANG Yok-sing	[u'284']
Absent	Functional	15/05/2013	何俊仁	Albert HO	[u'284']
Absent	Geographical	15/05/2013	李卓人	LEE Cheuk-yan	[u'284']
Absent	Functional	15/05/2013	涂謹申	James TO	[u'284']
No	Geographical	15/05/2013	陳鑑林	CHAN Kam-lam	[u'284']
Absent	Geographical	15/05/2013	梁耀忠	LEUNG Yiu-chung	[u'284']
No	Functional	15/05/2013	劉皇發	Dr LAU Wong-fat	[u'284']
Absent	Geographical	15/05/2013	劉慧卿	Emily LAU	[u'284']
No	Geographical	15/05/2013	譚耀宗	TAM Yiu-chung	[u'284']
Absent	Functional	15/05/2013	石禮謙	Abraham SHEK	[u'284']
No	Functional	15/05/2013	張宇人	Tommy CHEUNG	[u'284']
Absent	Functional	15/05/2013	馮檢基	Frederick FUNG	[u'284']
No	Functional	14/05/2013	吳亮星	NG Leung-sing	[u'113']
No	Functional	14/05/2013	何俊賢	Steven HO	[u'113']
No	Functional	14/05/2013	易志明	Frankie YICK	[u'113']
Absent	Geographical	14/05/2013	胡志偉	WU Chi-wai	[u'113']
No	Functional	14/05/2013	姚思榮	YIU Si-wing	[u'113']
Absent	Geographical	14/05/2013	范國威	Gary FAN	[u'113']
No	Functional	14/05/2013	馬逢國	MA Fung-kwok	[u'113']
Absent	Functional	14/05/2013	莫乃光	Charles Peter MOK	[u'113']
Yes	Geographical	14/05/2013	陳志全	CHAN Chi-chuen	[u'113']
Absent	Functional	15/05/2013	方剛	Vincent FANG	[u'284']
No	Geographical	15/05/2013	王國興	WONG Kwok-hing	[u'284']
Absent	Functional	15/05/2013	李國麟	Dr Joseph LEE	[u'284']
No	Functional	15/05/2013	林健鋒	Jeffrey LAM	[u'284']
No	Functional	15/05/2013	梁君彥	Andrew LEUNG	[u'284']
No	Functional	15/05/2013	黃定光	WONG Ting-kwong	[u'284']
Absent	Geographical	15/05/2013	湯家驊	Ronny TONG	[u'284']
Absent	Geographical	15/05/2013	何秀蘭	Cyd HO	[u'284']
No	Functional	15/05/2013	李慧琼	Starry LEE	[u'284']
Absent	Functional	15/05/2013	林大輝	Dr LAM Tai-fai	[u'284']
No	Geographical	14/05/2013	陳恒鑌	CHAN Han-pan	[u'113']
Absent	Geographical	14/05/2013	陳家洛	Dr Kenneth CHAN	[u'113']
No	Functional	14/05/2013	陳婉嫻	CHAN Yuen-han	[u'113']
No	Geographical	14/05/2013	梁志祥	LEUNG Che-cheung	[u'113']
Absent	Functional	14/05/2013	梁繼昌	Kenneth LEUNG	[u'113']
No	Geographical	14/05/2013	麥美娟	Alice MAK	[u'113']
Absent	Geographical	14/05/2013	郭家麒	Dr KWOK Ka-ki	[u'113']
No	Functional	14/05/2013	郭偉強	KWOK Wai-keung	[u'113']
Absent	Functional	14/05/2013	郭榮鏗	Dennis KWOK	[u'113']
No	Functional	14/05/2013	張華峰	Christopher CHEUNG	[u'113']
Absent	Geographical	14/05/2013	張超雄	Dr Fernando CHEUNG	[u'113']
Absent	Geographical	14/05/2013	單仲偕	SIN Chung-kai	[u'113']
No	Geographical	15/05/2013	陳克勤	CHAN Hak-kan	[u'284']
No	Functional	15/05/2013	陳健波	CHAN Kin-por	[u'284']
No	Geographical	15/05/2013	梁美芬	Dr Priscilla LEUNG	[u'284']
Absent	Functional	15/05/2013	梁家騮	Dr LEUNG Ka-lau	[u'284']
Absent	Functional	15/05/2013	張國柱	CHEUNG Kwok-che	[u'284']
No	Geographical	15/05/2013	黃國健	WONG Kwok-kin	[u'284']
No	Functional	15/05/2013	葉國謙	IP Kwok-him	[u'284']
No	Geographical	15/05/2013	葉劉淑儀	Mrs Regina IP	[u'284']
No	Geographical	15/05/2013	謝偉俊	Paul TSE	[u'284']
Absent	Geographical	15/05/2013	梁家傑	Alan LEONG	[u'284']
Yes	Geographical	15/05/2013	梁國雄	LEUNG Kwok-hung	[u'284']
Absent	Geographical	14/05/2013	黃碧雲	Dr Helena WONG	[u'113']
Absent	Functional	14/05/2013	葉建源	IP Kin-yuen	[u'113']
No	Geographical	14/05/2013	葛珮帆	Dr Elizabeth QUAT	[u'113']
No	Functional	14/05/2013	廖長江	Martin LIAO	[u'113']
No	Functional	14/05/2013	潘兆平	POON Siu-ping	[u'113']
No	Functional	14/05/2013	鄧家彪	TANG Ka-piu	[u'113']
No	Geographical	14/05/2013	蔣麗芸	Dr CHIANG Lai-wan	[u'113']
No	Functional	14/05/2013	盧偉國	Ir Dr LO Wai-kwok	[u'113']
No	Functional	14/05/2013	鍾國斌	CHUNG Kwok-pan	[u'113']
No	Geographical	14/05/2013	鍾樹根	Christopher CHUNG	[u'113']
No	Functional	14/05/2013	謝偉銓	Tony TSE	[u'113']
Absent	Geographical	15/05/2013	陳偉業	Albert CHAN	[u'284']
Absent	Geographical	15/05/2013	黃毓民	WONG Yuk-man	[u'284']
Absent	Geographical	15/05/2013	毛孟靜	Claudia MO	[u'284']
Absent	Geographical	15/05/2013	田北辰	Michael TIEN	[u'284']
No	Geographical	15/05/2013	田北俊	James TIEN	[u'284']
No	Functional	15/05/2013	吳亮星	NG Leung-sing	[u'284']
No	Functional	15/05/2013	何俊賢	Steven HO	[u'284']
No	Functional	15/05/2013	易志明	Frankie YICK	[u'284']
Absent	Geographical	15/05/2013	胡志偉	WU Chi-wai	[u'284']
No	Functional	15/05/2013	姚思榮	YIU Si-wing	[u'284']
Abstain	Geographical	15/05/2013	范國威	Gary FAN	[u'284']
No	Functional	15/05/2013	馬逢國	MA Fung-kwok	[u'284']
Absent	Functional	15/05/2013	莫乃光	Charles Peter MOK	[u'284']
Present	Geographical	14/05/2013	曾鈺成	TSANG Yok-sing	[u'114']
Absent	Functional	14/05/2013	何俊仁	Albert HO	[u'114']
Absent	Geographical	14/05/2013	李卓人	LEE Cheuk-yan	[u'114']
Absent	Functional	14/05/2013	涂謹申	James TO	[u'114']
No	Geographical	14/05/2013	陳鑑林	CHAN Kam-lam	[u'114']
Absent	Geographical	14/05/2013	梁耀忠	LEUNG Yiu-chung	[u'114']
No	Functional	14/05/2013	劉皇發	Dr LAU Wong-fat	[u'114']
Absent	Geographical	14/05/2013	劉慧卿	Emily LAU	[u'114']
No	Geographical	14/05/2013	譚耀宗	TAM Yiu-chung	[u'114']
No	Functional	14/05/2013	石禮謙	Abraham SHEK	[u'114']
No	Functional	14/05/2013	張宇人	Tommy CHEUNG	[u'114']
Absent	Functional	14/05/2013	馮檢基	Frederick FUNG	[u'114']
Absent	Functional	14/05/2013	方剛	Vincent FANG	[u'114']
Yes	Geographical	15/05/2013	陳志全	CHAN Chi-chuen	[u'284']
Absent	Geographical	15/05/2013	陳恒鑌	CHAN Han-pan	[u'284']
Absent	Geographical	15/05/2013	陳家洛	Dr Kenneth CHAN	[u'284']
No	Functional	15/05/2013	陳婉嫻	CHAN Yuen-han	[u'284']
No	Geographical	15/05/2013	梁志祥	LEUNG Che-cheung	[u'284']
Absent	Functional	15/05/2013	梁繼昌	Kenneth LEUNG	[u'284']
No	Geographical	15/05/2013	麥美娟	Alice MAK	[u'284']
Absent	Geographical	15/05/2013	郭家麒	Dr KWOK Ka-ki	[u'284']
No	Functional	15/05/2013	郭偉強	KWOK Wai-keung	[u'284']
Absent	Functional	15/05/2013	郭榮鏗	Dennis KWOK	[u'284']
No	Functional	15/05/2013	張華峰	Christopher CHEUNG	[u'284']
Absent	Geographical	15/05/2013	張超雄	Dr Fernando CHEUNG	[u'284']
Absent	Geographical	15/05/2013	單仲偕	SIN Chung-kai	[u'284']
Absent	Geographical	15/05/2013	黃碧雲	Dr Helena WONG	[u'284']
Absent	Functional	15/05/2013	葉建源	IP Kin-yuen	[u'284']
No	Geographical	14/05/2013	王國興	WONG Kwok-hing	[u'114']
Absent	Functional	14/05/2013	李國麟	Dr Joseph LEE	[u'114']
Absent	Functional	14/05/2013	林健鋒	Jeffrey LAM	[u'114']
No	Functional	14/05/2013	梁君彥	Andrew LEUNG	[u'114']
No	Functional	14/05/2013	黃定光	WONG Ting-kwong	[u'114']
Absent	Geographical	14/05/2013	湯家驊	Ronny TONG	[u'114']
Absent	Geographical	14/05/2013	何秀蘭	Cyd HO	[u'114']
Absent	Functional	14/05/2013	李慧琼	Starry LEE	[u'114']
Absent	Functional	14/05/2013	林大輝	Dr LAM Tai-fai	[u'114']
No	Geographical	14/05/2013	陳克勤	CHAN Hak-kan	[u'114']
No	Functional	14/05/2013	陳健波	CHAN Kin-por	[u'114']
No	Geographical	14/05/2013	梁美芬	Dr Priscilla LEUNG	[u'114']
Absent	Functional	14/05/2013	梁家騮	Dr LEUNG Ka-lau	[u'114']
No	Geographical	15/05/2013	葛珮帆	Dr Elizabeth QUAT	[u'284']
No	Functional	15/05/2013	廖長江	Martin LIAO	[u'284']
No	Functional	15/05/2013	潘兆平	POON Siu-ping	[u'284']
No	Functional	15/05/2013	鄧家彪	TANG Ka-piu	[u'284']
Absent	Geographical	15/05/2013	蔣麗芸	Dr CHIANG Lai-wan	[u'284']
No	Functional	15/05/2013	盧偉國	Ir Dr LO Wai-kwok	[u'284']
No	Functional	15/05/2013	鍾國斌	CHUNG Kwok-pan	[u'284']
Absent	Geographical	15/05/2013	鍾樹根	Christopher CHUNG	[u'284']
No	Functional	15/05/2013	謝偉銓	Tony TSE	[u'284']
Present	Geographical	15/05/2013	曾鈺成	TSANG Yok-sing	[u'285']
Absent	Functional	14/05/2013	張國柱	CHEUNG Kwok-che	[u'114']
No	Geographical	14/05/2013	黃國健	WONG Kwok-kin	[u'114']
No	Functional	14/05/2013	葉國謙	IP Kwok-him	[u'114']
